year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,final_price,final_bids,date_sold,status,bids,price,time_remaining_or_date_sold
2016,BMW,3,Series 320d F30 LCI Turbo Diesel Automatic - 8 Speed Sedan,Sedan,5.0,2016-05,2016-06,WBA8C56080NU24251,No plates,WA,"Sold Unregistered, Without Plates",,4.0,2,Diesel,Automatic - 8 Speed,163685,km,Grey,Black Leather,Yes,Yes,Yes,No,No,WA,https://www.grays.com/lot/0001-9060961/motor-vehicles-motor-cycles/2016-bmw-3-series-320d-f30-lci-turbo-diesel-automatic-8-speed-sedan,"Flat Battery. Jump start or towing required
Engine light ON
Other Warning light ON
Seat Torn Driver’s
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Front bumper
Extensive panel damage drivers side door and guard","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: TB27",,,,sold,59.0,"$5,700",2025-07-25
2011,Kia,Grand,Carnival Si VQ Automatic 8 Seats People Mover,People Mover,8.0,2011-07,2011-09,KNAMH817MC6445593,no plates,WA,"Sold Unregistered, Without Plates",0.0,6.0,3.5,Petrol,Automatic,225883,km,Silver,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9060999/motor-vehicles-motor-cycles/2011-kia-grand-carnival-si-vq-automatic-8-seats-people-mover,"Dents or marks on body consistent with age and kilometres.
Paint fading Various Panels","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Third Row Seat, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: TB29, VI290425021115804",,,,sold,26.0,"$1,800",2025-07-25
2010,Renault,Kangoo,1.6 Automatic Van,Van,2.0,Unable to locate,Unable to locate,VF1FW0DBAA0659939,no plates,WA,"Sold Unregistered, Without Plates",0.0,4.0,1.6,Petrol,Automatic,0000,km,Beige,Grey,No,No,No,No,No,WA,https://www.grays.com/lot/0001-9061000/motor-vehicles-motor-cycles/2010-renault-kangoo-1-6-automatic-van,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on rear and front bumper
Medium Dent on rear driver quarter panel","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: tb no key, VI240125180017582",,,,sold,4.0,$309,2025-07-25
2009,Ford,Falcon,XT (LPG) BF III Automatic Wagon,Wagon,5.0,2009-06,2009-06,6FPAAAJGWA9R53185,No Plates,WA,"Sold Unregistered, Without Plates",0.0,6.0,4,LPG,Automatic,274770 - Odometer discrepancy detected,km,White,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9061001/motor-vehicles-motor-cycles/2009-ford-falcon-xt-lpg-bf-iii-automatic-wagon,"Door card Damaged.
Hood Lining Sagging
Front Seat worn Both
Paint fading Various Panels
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Both Cracked bumper.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Driver Airbag, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: TB34, VI300425225019101",,,,sold,9.0,$609,2025-07-25
2003,Mazda,6,Classic GG Automatic Sedan,Sedan,5.0,2003-04,2003-05,JM0GG103100120668,No plates,WA,"Sold Unregistered, Without Plates",0.0,4.0,2.3,Petrol,Automatic,267461,km,Grey,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9061003/motor-vehicles-motor-cycles/2003-mazda-6-classic-gg-automatic-sedan,"Transmission Requires attention Strongly recommend inspection by qualified third party
Medium Scuff on front and rear bumper
Large Dent on multiple along passenger side
Corrosion visible front passenger quarter panel","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Power Steering, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: tb35, VI280425143017512",,,,sold,11.0,$609,2025-07-25
2015,HOLDEN,COMMODORE,SS-V REDLINE VF Automatic Sedan,Sedan,5.0,2015-04,2015-04,6G1FE5E29FL122023,no plates,WA,"Sold Unregistered, Without Plates",0.0,8.0,6,Petrol,Automatic,145663,km,Grey,Black Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9061004/motor-vehicles-motor-cycles/2015-holden-commodore-ss-v-redline-vf-automatic-sedan,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: TB30, VI260425154516145",,,,sold,239.0,"$29,700",2025-07-25
2004,Subaru,Forester,X Automatic Wagon,Wagon,5.0,2004-08,2004-10,JF2SG9KR55G044506,no plates,WA,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Petrol,Automatic,260450,km,White,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9061005/motor-vehicles-motor-cycles/2004-subaru-forester-x-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Engine Smoke visible
Paint fading various panels","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Nudge Bar, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: TB31, VI290425120719394",,,,sold,9.0,$950,2025-07-25
2017,Toyota,Kluger,4X2 GXL GSU50R Auto 7 Seats (WOVR - Repairable),Wagon,7.0,2017-07,2017-09,5TDZZ3FH50S225670,no plates,WA,"Sold Unregistered, Without Plates",0.0,6.0,3.5,Petrol,Automatic - 8 Speed,222796,km,Dark Grey,Black Leather,No,No,No,No,No,WA,https://www.grays.com/lot/0001-9061006/motor-vehicles-motor-cycles/2017-toyota-kluger-4x2-gxl-gsu50r-auto-7-seats-wovr-repairable,"Medium Dent on Driverside Front Panel
Dents or marks on body consistent with age and kilometres.
Seat Torn Passenger seat
Door Mirror Broken Driverside","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: TB, VI190425013715313",,,,sold,75.0,"$7,000",2025-07-25
2014,AUDI,A4,ALLROAD QUATTRO B8 Turbo Diesel Automatic Wagon,Wagon,5.0,Unable to locate,2014-01,WAUZZZ8K9EA063880,1LF2EG,VIC,15-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Diesel,Automatic,259980,km,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051265/motor-vehicles-motor-cycles/2014-audi-a4-allroad-quattro-b8-turbo-diesel-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 538 (350315)",,,,sold,18.0,"$5,150",2025-07-25
2021,Ford,F-150,Import Automatic UTE,,5.0,2021-11,2022-12,1FTFW1E59MKE61226,No plates,,"Sold Unregistered, Without Plates",0.0,8.0,5,Petrol,Automatic,36847,km,Grey,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051331/motor-vehicles-motor-cycles/2021-ford-f-150-import-automatic-ute,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Central Locking, Cruise Control, Drivers Airbag, Electric Windows, Power Steering, Reversing Camera, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 638c (328880)",,,,sold,528.0,"$84,600",2025-07-25
2015,Toyota,Camry,ATARA S HYBRID AVV50R CVT Sedan,Sedan,5.0,2015-09,2015-09,6T1BD3FK60X145722,No plates,TAS,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Petrol,CVT,"110331 - odometer cannot be verified to accurate, please see attached servicing report.",km,White,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21051378/motor-vehicles-motor-cycles/2015-toyota-camry-atara-s-hybrid-avv50r-cvt-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Passenger guard
Medium Dent on Trunk lid","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 294a (348003)",,,,sold,105.0,"$10,001",2025-07-25
2019,Kia,Picanto,S JA Automatic Hatchback,Hatchback,2.0,2019-02,2019-05,KNAB2512MKT465745,,,"Sold Unregistered, Without Plates",2.0,4.0,1.2,Petrol,Automatic,263312,km,Silver,Black,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712161/motor-vehicles-motor-cycles/2019-kia-picanto-s-ja-automatic-hatchback,"Windscreen Chipped or Cracked.
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-353 GV344373",,,,sold,83.0,"$5,600",2025-07-25
2021,Toyota,Rav,4 AWD GX HYBRID AXAH54R CVT Wagon,Wagon,5.0,2021-03,2021-04,JTMBW3FV90D106239,1HHZ761,WA,19-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4.0,2.5,Hybrid,CVT,70840,km,White,Charcoal,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9061026/motor-vehicles-motor-cycles/2021-toyota-rav-4-awd-gx-hybrid-axah54r-cvt-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 15E",,,,sold,306.0,"$32,300",2025-07-25
2009,Mercedes,Benz,E250 CDI Elegance C207 Turbo Diesel Automatic Coupe,Coupe,4.0,2009-11,2010-01,WDD2073032F029498,YNW65N,ACT,"Sold Unregistered, Without Plates",,4.0,2.1,Diesel,Automatic,143805,km,Silver,Black,Yes,No,No,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349340/motor-vehicles-motor-cycles/2009-mercedes-benz-e250-cdi-elegance-c207-turbo-diesel-automatic-coupe,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park distance control rear, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 496",,,,sold,112.0,"$6,509",2025-07-25
2020,Jeep,Grand,Cherokee Limited (4x4) WK Automatic - 8 Speed Wagon,Wagon,5.0,2020-02,2020-04,1C4RJFFG2LC306728,FMU14V,NSW,"Sold Unregistered, Without Plates",,6.0,3.6,Petrol,Automatic - 8 Speed,133117,km,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349358/motor-vehicles-motor-cycles/2020-jeep-grand-cherokee-limited-4x4-wk-automatic-8-speed-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Roof Rail, Satellite navigation system, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 051",,,,sold,159.0,"$16,200",2025-07-25
2008,Volkswagen,Passat,R36 3C Automatic Wagon,Wagon,5.0,2008-07,2008-09,WVWZZZ3CZ9E029494,CGS58F,NSW,"Sold Unregistered, Without Plates",0.0,6.0,3.6,Petrol,Automatic,216905,km,White,Black Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911629/motor-vehicles-motor-cycles/2008-volkswagen-passat-r36-3c-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Airbag light ON","Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Sunroof, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,,sold,1.0,"$5,909",2025-07-25
2010,Holden,Barina,Spark CD MJ Manual Hatchback,Hatchback,5.0,2010-10,2010-11,KL3MF48D9BC543071,XZE213,VIC,03-03-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.2,Petrol,Manual,167151,km,Red,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21050881/motor-vehicles-motor-cycles/2010-holden-barina-spark-cd-mj-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
Large Dent on Bonnet
Front damage Cracked bumper.
Paint fading Around the car","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 460 (343549)",,,,sold,6.0,$409,2025-07-25
2008,Honda,Accord,VTi LUXURY 8TH GEN Automatic Sedan,Sedan,5.0,2008-02,2008-03,MRHCP26408P050861,WJX776,VIC,15-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.4,Petrol,Automatic,276323,km,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051238/motor-vehicles-motor-cycles/2008-honda-accord-vti-luxury-8th-gen-automatic-sedan,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Power Steering, Sunroof, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 572 (348462)",,,,sold,37.0,"$3,700",2025-07-25
2015,BMW,1,Series 118d F20 Turbo Diesel Automatic - 8 Speed Hatchback,Hatchback,5.0,2015-06,2016-01,WBA1S520X0P809843,AIC740,VIC,11-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Diesel,Automatic - 8 Speed,163306,km,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051311/motor-vehicles-motor-cycles/2015-bmw-1-series-118d-f20-turbo-diesel-automatic-8-speed-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 62 (349662)",,,,sold,9.0,"$8,100",2025-07-25
2011,Volkswagen,Golf,103TDI Comfortline A6 Turbo Diesel Automatic Hatchback,Hatchback,5.0,2011-03,2011-05,WVWZZZ1KZBW284380,BOY022,VIC,21-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Diesel,Automatic,173387,km,Silver,Black,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051345/motor-vehicles-motor-cycles/2011-volkswagen-golf-103tdi-comfortline-a6-turbo-diesel-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
Door Mirror Broken Drivers door mirror cover/light","Air Conditioning, Bluetooth capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 244 (348057)",,,,sold,41.0,"$3,600",2025-07-25
2010,Ford,Mondeo,LX TDCi MC Turbo Diesel Automatic Hatchback,Hatchback,5.0,2010-12,2011-02,WF0EXXGBBEAG28959,YGP191,VIC,15-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Diesel,Automatic,247835,km,Grey,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051347/motor-vehicles-motor-cycles/2010-ford-mondeo-lx-tdci-mc-turbo-diesel-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 480 (349793)",,,,sold,8.0,"$1,110",2025-07-25
2013,Ford,Ranger,XLT 4X4 PX Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5.0,2013-03,2013-04,MNAUMFF50DW176708,ZQV959,VIC,11-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,5.0,3.2,Diesel,Automatic,295415,km,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051349/motor-vehicles-motor-cycles/2013-ford-ranger-xlt-4x4-px-turbo-diesel-automatic-dual-cab,"Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Comment: Corrosion at the back
Comment: Corrosion at the back","Air Conditioning, Bluetooth Capability, Bull Bar, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 789 (350471)",,,,sold,36.0,"$11,500",2025-07-25
2005,BMW,1,18i E87 Automatic Hatchback,Hatchback,5.0,2005-04,2005-08,WBAUF32000PR72071,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Automatic,89766,km,Grey,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051350/motor-vehicles-motor-cycles/2005-bmw-1-18i-e87-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Paint fading around the car
Engine light ON
Medium Scuff on front bumper","Air Conditioning, CD Player, Central Locking, Climate Control, Driver Airbag, Electric Windows, Power Steering, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 434 (348800)",,,,sold,20.0,"$1,409",2025-07-25
2006,BMW,X3,3.0d E83 Turbo Diesel Automatic Wagon,Wagon,5.0,2006-06,2006-08,WBAPD52070WC92837,1ZH5MZ,VIC,01-11-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3,Diesel,Automatic,162484,km,Silver,Beige Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051379/motor-vehicles-motor-cycles/2006-bmw-x3-3-0d-e83-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front bumper and passenger side","Air Conditioning, Auto Control, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Park Distance Control Front, Park Distance Control Rear, Power Steering, Roof Rail, Sunroof, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1019 (349926)",,,,sold,33.0,"$2,900",2025-07-25
2014,HOLDEN,CAPTIVA,5 LT 2WD CG II Manual Wagon,Wagon,5.0,2014-10,2015-05,KL3DF26U9FB019865,2BP3NE,VIC,21-05-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.4,Petrol,Manual,133488,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051380/motor-vehicles-motor-cycles/2014-holden-captiva-5-lt-2wd-cg-ii-manual-wagon,"Medium Scratch on Various
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Auto Control, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Park Distance Control Front, Park Distance Control Rear, Power Steering, Roof Rail, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 673 (350285)",,,,sold,15.0,$805,2025-07-25
2019,Holden,Trax,LS TJ Automatic Wagon,Wagon,5.0,2019-11,2019-12,KL3BA7689LB062432,BFS779,VIC,26-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.4,Petrol,Automatic,46118,km,Blue,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051394/motor-vehicles-motor-cycles/2019-holden-trax-ls-tj-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratches on Front Bar.
Small Scratches on Rear Bar.
Small Scratches on Various Panels.","Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 595 (350700)",,,,sold,75.0,"$8,100",2025-07-25
2012,Volkswagen,Tiguan,155 TSI (4x4) 5N Automatic Wagon,Wagon,5.0,2012-06,2012-08,WVGZZZ5NZDW003488,ZHC898,VIC,14-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Petrol,Automatic,160699,km,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051399/motor-vehicles-motor-cycles/2012-volkswagen-tiguan-155-tsi-4x4-5n-automatic-wagon,"Large Scratch on Various parts of panel
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, 700, Roof Rail, Satellite Navigation, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 185 (350668)",,,,sold,74.0,"$5,111",2025-07-25
2015,Ford,Kuga,AMBIENTE FWD TF II Automatic Wagon,Wagon,5.0,Unable to locate,Unable to locate,WF0AXXWPMAFL15927,1FJ9XJ,VIC,"Sold Unregistered, Without Plates",0.0,4.0,1.5,Petrol,Automatic,0,km,Blue,Black,No,No,No,No,No,VIC,https://www.grays.com/lot/0001-21051401/motor-vehicles-motor-cycles/2015-ford-kuga-ambiente-fwd-tf-ii-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Front bumper area","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 33 Titan Drive, Carrum Downs, VIC, 3201, Key No: 1",,,,sold,12.0,$709,2025-07-25
2020,Great,Wall,STEED 4X2 Turbo Diesel Manual Cab Chassis,Cab Chassis,2.0,2020-07,2020-10,LGWCBE370LB628606,2CT4CP,VIC,"Sold Unregistered, Without Plates",,4.0,2,Diesel,Manual,102790,km,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051408/motor-vehicles-motor-cycles/2020-great-wall-steed-4x2-turbo-diesel-manual-cab-chassis,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Hill Holder System, Power Steering, N/I, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 693 (349970)",,,,sold,98.0,"$7,200",2025-07-25
2004,Suzuki,Liana,Manual Sedan,Sedan,5.0,Unable to locate,2004-04,JSAERA51S00200215,SQA319,VIC,04-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.8,Petrol,Manual,280002,km,Red,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051409/motor-vehicles-motor-cycles/2004-suzuki-liana-manual-sedan,"Dents or marks on body consistent with age and kilometres.
Paint fading Various
Paint peeling Various
Body/panel damage Various
Large Dent on Various","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Power Steering, Cruise Control, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1117A (350924)",,,,sold,3.0,$109,2025-07-25
2010,Volvo,XC60,T6 3.0 Automatic Wagon,Wagon,5.0,2010-01,Unable to read,YV1DZ9956A2101245,1LW5LM,VIC,21-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3,Petrol,Automatic,213714,km,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051411/motor-vehicles-motor-cycles/2010-volvo-xc60-t6-3-0-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 329 (350733)",,,,sold,32.0,"$2,409",2025-07-25
2013,Subaru,XV,2.0i-L G4X CVT Hatchback,Hatchback,5.0,2013-09,2014-02,JF1GP7KC5EG043465,1BA9HM,VIC,28-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2,Petrol,CVT,180839,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051418/motor-vehicles-motor-cycles/2013-subaru-xv-2-0i-l-g4x-cvt-hatchback,Dents or marks on body consistent with age and kilometres,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Roof Rail, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 615 (350703)",,,,sold,74.0,"$7,400",2025-07-25
