year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,status
2011,Ford,Falcon,XR6 FG Automatic Ute,Ute,2.0,2011-02,2011-02,6FPAAAJGCMBK25531,YOX279,VIC,29-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,4.0,Petrol,Automatic,227486,km,Black,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051053/motor-vehicles-motor-cycles/2011-ford-falcon-xr6-fg-automatic-ute,"Windscreen Chipped or Cracked.
Front Seat Stains Driver & Passenger
Large Scratch on Front Bumper
Medium Scratch on Driver Side Door & Panel
Medium Scratch on Passenger Side Door & Panels
Medium Dent on Passenger Side Front Guard
Medium Dent on Roof
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 459a (348684)",84.0,,,referred
2012,Subaru,Forester,X S3 Manual Wagon,Wagon,5.0,2012-08,2012-09,JF2SHMKW4CG091985,No Plates,VIC,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Petrol,Manual,211163,km,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051057/motor-vehicles-motor-cycles/2012-subaru-forester-x-s3-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Various along panel
Medium Scuff on rear bumper","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 439 (349687)",0.0,,,referred
2012,Ford,Fiesta,LX WT Automatic Hatchback,Hatchback,5.0,2012-03,2012-04,MNBJXXARJJCA90814,No plates,VIC,"Sold Unregistered, Without Plates - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.",2.0,4.0,1.6,Petrol,Automatic,81707,km,Blue,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051076/motor-vehicles-motor-cycles/2012-ford-fiesta-lx-wt-automatic-hatchback,"Medium Scratch on Bonnet
Medium Scratch on Front Bumper
Medium Scuff on Driver Side Rear Door
Medium Scratch on Driver Side Rear Guard
Medium Scratch on Rear Bumper
Damaged Sun Damage Staining to Headlights
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1046 (348055)",0.0,,,referred
2021,Mitsubishi,Outlander,LS 2WD ZM CVT 7 Seats Wagon,Wagon,7.0,2021-12,Unable to locate,JMFXTGM4WNZ002218,1VH1RZ,VIC,15-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.5,Petrol,CVT,66042,km,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051085/motor-vehicles-motor-cycles/2021-mitsubishi-outlander-ls-2wd-zm-cvt-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.","Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Nudge Bar, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 725 (348621)",233.0,,,referred
2022,Hyundai,Tucson,FWD NX4 Automatic Wagon,Wagon,5.0,2022-04,Unable to locate,KMHJB81DMNU140266,1VR9UN,VIC,06-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,33239,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051087/motor-vehicles-motor-cycles/2022-hyundai-tucson-fwd-nx4-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Sat Nav, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1036 (348973)",214.0,,,referred
2024,GWM,HAVAL,H6 PREMIUM 2WD Automatic Wagon,Wagon,5.0,2024-03,Unable to locate,LGWEF6A55RH946764,no plates,TAS,"Sold Unregistered, Without Plates",2.0,4.0,2.0,Petrol,Automatic,21405,km,White,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21051092/motor-vehicles-motor-cycles/2024-gwm-haval-h6-premium-2wd-automatic-wagon,"Medium Scuff on Rear Bumper
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 753 (347043)",81.0,,,referred
2024,GWM,HAVAL,H6 PREMIUM 2WD Automatic Wagon,Wagon,5.0,2024-03,Unable to locate,LGWEF6A56RH946742,No Plates,,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Petrol,Automatic,14165,km,Dark Grey,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21051093/motor-vehicles-motor-cycles/2024-gwm-haval-h6-premium-2wd-automatic-wagon,Medium Scratch on Various parts of panel,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park distance control front, Park Distance Control Rear, Parking assist system, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 110 (346088)",106.0,,,referred
2018,Toyota,Corolla,Ascent ZRE172R CVT Sedan,Sedan,5.0,2018-02,2018-03,MR053REH205310288,1PY5FD,VIC,19-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,1.8,Petrol,CVT,178840,km,Blue,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051113/motor-vehicles-motor-cycles/2018-toyota-corolla-ascent-zre172r-cvt-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on around the car","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 372",129.0,,,referred
2014,Mitsubishi,ASX,XLS 4WD XB Turbo Diesel Automatic Wagon,Wagon,5.0,2014-07,2014-08,JMFXLGA8WFZ000747,1CU5CN,VIC,15-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.3,Diesel,Automatic,208445,km,Silver,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21051115/motor-vehicles-motor-cycles/2014-mitsubishi-asx-xls-4wd-xb-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium dents and large scuff marks.
Suspension requires attention","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1162 (350271)",15.0,,,referred
2007,Nissan,Navara,ST-X (4x4) D40 Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5.0,2007-11,2008-01,VSKCVND40A0264814,No Plates,VIC,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Diesel,Automatic,245440,km,Silver,Grey,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051123/motor-vehicles-motor-cycles/2007-nissan-navara-st-x-4x4-d40-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Paint cracked Various parts of panel
Engine idling rough
Front Seat worn Driver Seat","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Nudge Bar, Power Steering, Roof Rail, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1215 06(350207)",0.0,,,referred
2016,NISSAN,PATHFINDER,ST R52 CVT Wagon,Wagon,5.0,2016-11,2017-03,5N1DR2MN2HC637129,1KO9UW,VIC,04-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.5,Petrol,CVT,234864,km,Black,Black Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21051176/motor-vehicles-motor-cycles/2016-nissan-pathfinder-st-r52-cvt-wagon,"Engine noise observed.
Engine Smoke visible
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1020 (350311)",0.0,,,referred
2008,LAND,ROVER,RANGE ROVER SPORT TDV8 Turbo Diesel Automatic Wagon,Wagon,5.0,2008-01,Unable to locate,SALLSAA238A166135,Unable to locate,VIC,"Sold Unregistered, Without Plates",,8.0,3.6,Diesel,Automatic,263483,km,Grey,Tan Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051186/motor-vehicles-motor-cycles/2008-land-rover-range-rover-sport-tdv8-turbo-diesel-automatic-wagon,"Front Seat Marks Both seats
Front Seat Scratches Both
Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.
Paint fading Various along panel","Air Conditioning, Auto Control, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, DVD Player, Leather Trim, Park Distance Control Rear, Power Steering, Sunroof, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1224A",35.0,,,referred
2017,Nissan,Pathfinder,ST-L R52 CVT 7 Seats Wagon,Wagon,7.0,2017-05,2017-09,5N1DR2MM8HC687637,1MM2HW,VIC,07-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6.0,3.5,Petrol,CVT,131648,km,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051236/motor-vehicles-motor-cycles/2017-nissan-pathfinder-st-l-r52-cvt-7-seats-wagon,"Odd noise at low revs.
Dents or marks on body consistent with age and kilometres.
Body/panel damage Various parts of panel
Large Dent and Scuff on Various parts of panel
Other Warning light ON","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation, Sunroof, Third Row Seat, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 642 (350444)",0.0,,,referred
2015,Audi,A4,1.8 TFSI B8 CVT Sedan,Sedan,5.0,Unable to locate,2015-11,WAUZZZ8K2FA175339,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4.0,1.8,Petrol,CVT,192583,km,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051260/motor-vehicles-motor-cycles/2015-audi-a4-1-8-tfsi-b8-cvt-sedan,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reverse camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 698 (349198)",0.0,,,referred
2021,Ford,Ranger,XLS 4X4 PX III Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2021-06,2021-07,MPBUMFF50MX347149,832JH3,QLD,"Sold Unregistered, Without Plates",,5.0,3.2,Diesel,Automatic,105718,km,White,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349220/motor-vehicles-motor-cycles/2021-ford-ranger-xls-4x4-px-iii-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Large Dent on Driver side rear tub","Air Conditioning, Auto Control, Bluetooth Capability, Bull bar, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 579",216.0,,,referred
2017,Jeep,Compass,Limited BG 9 auto Wagon,Wagon,5.0,2017-11,2018-02,MCANJRCB6JFA10081,1MI7TI,VIC,"Sold Unregistered, Without Plates",,4.0,2.4,Petrol,9 auto,77774,km,Black,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349231/motor-vehicles-motor-cycles/2017-jeep-compass-limited-bg-9-auto-wagon,"Please refer to the photos or arrange inspection to view the condition of this vehicle.
Interior: Dents and marks on body, wear and tear on interior consistent with age and kilometers travelled","Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Roof Rail, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 216",145.0,,,referred
2019,Subaru,Impreza,2.0i (AWD) G5 CVT Hatchback,Hatchback,5.0,2019-07,2019-09,JF1GT7KL5KG074585,CY88UZ,NSW,"Sold Unregistered, Without Plates",,4.0,2.0,Petrol,CVT,102011,km,White,Grey,Yes,No,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10349272/motor-vehicles-motor-cycles/2019-subaru-impreza-2-0i-awd-g5-cvt-hatchback,"Please refer to the photos or arrange inspection to view the condition of this vehicle.
Scratch on side and back panel.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 117",133.0,,,referred
2011,VOLKSWAGEN,PASSAT,125TDI HIGHLINE 3C Turbo Diesel Automatic Sedan,Sedan,5.0,2011-05,2011-08,WVWZZZ3CZBP360790,BZR78E,NSW,"Sold Unregistered, Without Plates",,4.0,2.0,Diesel,Automatic,184378,km,Bronze,Cream,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349311/motor-vehicles-motor-cycles/2011-volkswagen-passat-125tdi-highline-3c-turbo-diesel-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Satellite navigation system, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 415",34.0,,,referred
2013,BMW,X1,sDrive 20i E84 LCI Automatic - 8 Speed Wagon,Wagon,5.0,2013-08,2013-10,WBAVL92070VX86166,DN66ZL,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Petrol,Automatic - 8 Speed,128291,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911554/motor-vehicles-motor-cycles/2013-bmw-x1-sdrive-20i-e84-lci-automatic-8-speed-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather trim, MP3 Capability, Power Steering, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2011,MERCEDES-BENZ,E-CLASS,350 ELEGANCE C207 Automatic Coupe,Coupe,4.0,2011-07,2012-05,WDD2073592F138528,DSS83F,NSW,"Sold Unregistered, Without Plates",0.0,6.0,3.5,Petrol,Automatic,133665,km,White,Black Leather,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911555/motor-vehicles-motor-cycles/2011-mercedes-benz-e-class-350-elegance-c207-automatic-coupe,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, CD Player, Climate Control, Driver Airbag, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2017,Nissan,Qashqai,ST J11 CVT Wagon,Wagon,5.0,2017-05,2017-08,SJNFBAJ11AZ068700,DPN49X,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Petrol,CVT,197843,km,White,Black,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10911556/motor-vehicles-motor-cycles/2017-nissan-qashqai-st-j11-cvt-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Driver Airbag, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2018,PEUGEOT,308,ALLURE TOURING Turbo Diesel Automatic Wagon,Wagon,5.0,2018-02,2018-04,VF3LJAHXWJS096133,KMC666,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Diesel,Automatic,186399,km,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911558/motor-vehicles-motor-cycles/2018-peugeot-308-allure-touring-turbo-diesel-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Bluetooth Capability, CD Player, Climate Control, Driver Airbag, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2010,Mazda,CX-7,Luxury Sports (4x4) Automatic Wagon,Wagon,5.0,2010-02,2010-02,JM0ER103200206856,DN70ZM,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.3,Petrol,Automatic,227492,km,Grey,Black Leather,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911559/motor-vehicles-motor-cycles/2010-mazda-cx-7-luxury-sports-4x4-automatic-wagon,"Airbag light ON
Dents or marks on body consistent with age and kilometres.
Door card Damaged.","Bluetooth Capability, CD Player, Climate Control, Driver Airbag, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",25.0,,,referred
2013,Ford,Ranger,Wildtrak 4x4 PX Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2013-09,2013-10,MNAUMFF50DW222964,CPN87N,NSW,"Sold Unregistered, Without Plates",0.0,5.0,3.2,Diesel,Automatic,280725,km,Orange,Black Leather,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10911560/motor-vehicles-motor-cycles/2013-ford-ranger-wildtrak-4x4-px-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Seat Torn Drivers","Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Nudge bar, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2018,Honda,CR-V,2WD VTi-S RW CVT Wagon,Wagon,5.0,2018-01,2018-02,MRHRW1850JP062772,YHG95P,NSW,"Sold Unregistered, Without Plates",0.0,4.0,1.5,Petrol,CVT,95047,km,Blue,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911561/motor-vehicles-motor-cycles/2018-honda-cr-v-2wd-vti-s-rw-cvt-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2019,HAVAL,H2,LUX 2WD Automatic Wagon,Wagon,5.0,2019-06,2019-06,LGWEE4A44KH913078,CU43VA,NSW,"Sold Unregistered, Without Plates",0.0,4.0,1.5,Petrol,Automatic,74440,km,Maroon,Black Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911562/motor-vehicles-motor-cycles/2019-haval-h2-lux-2wd-automatic-wagon,"Medium Dent on Top of right front guard,
Dents or marks on body consistent with age and kilometres.","Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Location: 46 Clyde Street, Hamilton North, NSW, 2292",50.0,,,referred
2017,Skoda,Superb,206TSI 4x4 NP Automatic Wagon,Wagon,5.0,2017-03,2017-05,TMBME9NP1H7537914,YHT61G,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Petrol,Automatic,146368,km,Dark Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911563/motor-vehicles-motor-cycles/2017-skoda-superb-206tsi-4x4-np-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2011,Audi,A4,2.0 TFSI Quattro B8 Manual Sedan,Sedan,5.0,2011-07,2011-10,WAUZZZ8K8CA017115,DWY52U,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Premium Unleaded,Manual,224275,km,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911564/motor-vehicles-motor-cycles/2011-audi-a4-2-0-tfsi-quattro-b8-manual-sedan,Dents or marks on body consistent with age and kilometres.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
2019,Ford,ENDURA,TITANIUM AWD Turbo Diesel Automatic - 8 Speed Wagon,Wagon,5.0,2019-02,2019-04,2FMTK5KA7KBB63512,EKN88A,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Diesel,Automatic - 8 Speed,131036,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911565/motor-vehicles-motor-cycles/2019-ford-endura-titanium-awd-turbo-diesel-automatic-8-speed-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",77.0,,,referred
2009,Mercedes,Benz,C300 Elegance W204 Automatic Sedan,Sedan,5.0,2009-07,2009-09,WDD2040542A314894,FJK50Z,NSW,"Sold Unregistered, Without Plates",0.0,6.0,3.0,Petrol,Automatic,175869,km,White,Black Leather,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911566/motor-vehicles-motor-cycles/2009-mercedes-benz-c300-elegance-w204-automatic-sedan,Flat Battery. Jump start or towing required,"Bluetooth Capability, CD Player, Climate Control, Driver Airbag, Leather Trim, MP3 Capability, Power Steering, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",57.0,,,referred
2012,Subaru,Impreza,2.0i-L (AWD) G4 Manual Sedan,Sedan,5.0,2012-04,2012-06,JF1GJ7KA3CG004090,DN57QU,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.0,Petrol,Manual,271320,km,Black,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911567/motor-vehicles-motor-cycles/2012-subaru-impreza-2-0i-l-awd-g4-manual-sedan,"Dents or marks on body consistent with age and kilometres.
Flat Battery. Jump start or towing required","Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",7.0,,,referred
2013,Nissan,Pathfinder,ST R52 CVT 7 Seats Wagon,Wagon,7.0,2013-10,2014-09,5N1AR2MN2EC638375,DYO53G,NSW,11-07-2025- Registration will only be transferred to the registered bidder who must hold a valid NSW Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,6.0,3.5,Petrol,CVT,192063,km,Black,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10911568/motor-vehicles-motor-cycles/2013-nissan-pathfinder-st-r52-cvt-7-seats-wagon,"Engine light ON
Medium Scratch on Left Guard, right quarter
Hail damage visible.","Bluetooth Capability, CD Player, Climate Control, Driver Airbag, MP3 Capability, Power Steering, Reversing Camera, Third Row Seat, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",27.0,,,referred
2018,Mitsubishi,Triton,4X4 GLS SPORTS ED MQ Turbo Diesel Manual Dual Cab,Dual Cab,5.0,2018-09,2018-09,MMAJJKL10JH027454,DZE64J,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.4,Diesel,Manual,172399,km,White,Black,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10911569/motor-vehicles-motor-cycles/2018-mitsubishi-triton-4x4-gls-sports-ed-mq-turbo-diesel-manual-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, Bull bar, CD Player, Central Locking, Climate control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,referred
